text_id,text
text384,"Kasvava tähtsusega üldisteks oskusteks on analüüsivõime , läbirääkimise ja veenmise oskus, sihikindlus , eesmärkide seadmine, probleemilahendamise, meeskonnatöö ja koostööoskus ning oskus tellida ja rakendada valdkonnaspetsiifilisi IKT-lahendusi."
text385,Puidu- ja mööblitööstuse müügi- ja ostujuhtidel jääb puudu eksportturgude kultuuri tundmisest ja vahetust suhtlemisoskusest välisturgudel. Täiendamist vajavad valdkonnaspetsiifiliste IKT-lahenduste tellimise ja rakendamise oskus ning selge ja korrektne eesti keel.
text386,"Üldistest oskustest ja hoiakutest on puudu teadmistest töö efektiivsemaks muutmise võimalustest, materjali efektiivsest kasutamisest, planeerimise oskusest ja ajajuhtimisest, suhtlemisoskusest, meeskonnatöö organiseerimisest ning tööohutusest ja töötervishoidust ning isikukaitsevahendite kasutamisest."
text387,"Puitkonstruktsioonide projekteerijate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on toodete, sh puitmajade projekteerimise eripärade tundmine, puitmaterjali eripärade ja materjalitehnoloogia tundmine, tööprotsesside tundmine, jooniste koostamine ja konstrueerimine, jooniste lugemise oskus nii käsitsi kui arvutil, CNC töötlemiskeskustele programmide koostamine, toodete projekteerimine, joonestamise ja projekteerimistarkvaraga töötamine, sh targa tellija kompetents – milline tarkvara, milliseks lahenduseks ja milliste tingimustega sobib, millised kulutused on efektiivsed  ning millist infot süsteemist koguda tasub."
text388,"Tootearendajate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on puitmaterjali eripärade ja materjalitehnoloogia tundmine, tootmistehnoloogia tundmine, joonestamine ja projekteerimine, sh CAD-CAM-i, MathCAD-i ja 3D projekteerimine."
text389,"Puitkonstruktsioonide projekteerijate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on toodete, sh puitmajade projekteerimise eripärade tundmine, puitmaterjali eripärade ja materjalitehnoloogia tundmine, tööprotsesside tundmine, jooniste koostamine ja konstrueerimine, jooniste lugemise oskus nii käsitsi kui arvutil, CNC töötlemiskeskustele programmide koostamine, toodete projekteerimine, joonestamise ja projekteerimistarkvaraga töötamine, sh targa tellija kompetents – milline tarkvara, milliseks lahenduseks ja milliste tingimustega sobib, millised kulutused on efektiivsed  ning millist infot süsteemist koguda tasub."
text390,"Olulised on teadmised tugevusarvutustest ja matemaatikast, mehhanismidest, tööstustehnoloogiast, erialastest IKT-lahendustest — raalprojekteerimise ja muu tarkvara, sh majandustarkvara kasutamise oskus, CNC töötlemiskeskustele programmide koostamine ja targa tellija kompetents ehk teadmised selle kohta, milline tarkvara, milliseks lahenduseks ja milliste tingimustega sobib, samuti millised kulutused on efektiivsed ning millist infot süsteemist koguda tasub."
text391,"Puidupingioperaatoritel jääb puudu teadmistest tootmisprotsessidest ja nende juhtimisest, materjalide ja toodete tundmisest, selle kohta, milline puit sobib milliseks tooteks  ning kuidas seda kõige efektiivsemalt saada."
text392,"Puitplaatide tootmise, vineeri töötlemisega ja saematerjalide tootmisega seotud liinioperaatoritel jääb puudu teadmistest tootmisprotsessidest ja nende juhtimise, materjalide  ja toodete tundmisest, selle kohta, milline puit sobib milliseks tooteks ja kuidas seda kõige efektiivsemalt saada."
text393,"Olulised on teadmised tugevusarvutustest ja matemaatikast, mehhanismidest, tööstustehnoloogiast, erialastest IKT-lahendustest — raalprojekteerimise ja muu tarkvara, sh majandustarkvara kasutamise oskus, CNC töötlemiskeskustele programmide koostamine ja targa tellija kompetents ehk teadmised selle kohta, milline tarkvara, milliseks lahenduseks ja milliste tingimustega sobib, samuti millised kulutused on efektiivsed ning millist infot süsteemist koguda tasub."
text394,"Üldistest teadmistest, oskustest ja hoiakutest on jätkuvalt olulised teadmised matemaatikast ning kohuse- ja vastutustunne."
text395,"Üldistest teadmistest, oskustest ja hoiakutest jätavad soovida kohuse ja vastutustunne ja erialaste IKT-lahenduste kasutamine  –programmide kirjutamise oskus  (programmeerimine), teadmised matemaatikast, läbirääkimiste oskus ja ettevõtlikkus."
text396,"Puitkonstruktsioonide püstitajate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on projektdokumentatsiooni lugemise oskus, elementide õigesse konstruktsiooni lõikamise oskus CNC töötlemiskeskusel ning tööriistade-seadmete kasutamise, hooldamise ja remontimise oskus."
text397,"Puitmaja (sh käsitöö palkmaja) ehitaja või tootja kasvava tähtsusega erialasteks oskusteks ja teadmisteks on mootorsae (kettsaag) kasutamise oskus (käsitsi tootjal), projektdokumentatsiooni lugemise oskus ning tööriistade-seadmete kasutamise, hooldamise ja remontimise oskus. "
text398,"Puitkonstruktsioonide püstitajate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on projektdokumentatsiooni lugemise oskus, elementide õigesse konstruktsiooni lõikamise oskus CNC töötlemiskeskusel ning tööriistade-seadmete kasutamise, hooldamise ja remontimise oskus."
text399,Pehme mööbli valmistajatel on puudu tööstuses uue pehme mööbli või selle osade koostamisega seotud käelistest oskustest   ja oma osa mõistmisest tootmise tervikprotsessis.
text400,"Tislerite kasvava tähtsusega erialasteks oskusteks ja teadmisteks on jooniste ja tehnoloogiakaardi lugemise ning koostamise oskus, detailidele ja toodetele esitatavate kvaliteedinõuete tundmine ning materjalide tundmine."
text401,"Vajaka jääb ka materjalide tundmisest  ja materjalide säästlikust kasutamisest, teadmistest puidukuivatamisest ja aspiratsioonist, arusaamisest detailide ja toodete valmistamise ja viimistlemise tsüklist, mõistmisest, mida tehti enne, kui detail või toode viimistlusse läheb."
text402,"Puitdetailide viimistlejate kasvava tähtsusega erialasteks oskusteks ja teadmisteks on materjalide tundmine  ja säästlikult kasutamine, puidukuivatamine, aspiratsioon, arusaamine detailide ja toodete valmistamise ja viimistlemise tsüklist ning detailidele ja toodetele esitatavatest kvaliteedinõuetest, mõistmine, mida tehti enne, kui detail või toode viimistlusse läheb."
text403,"Puidupingioperaatori kasvava tähtsusega erialasteks oskusteks ja teadmisteks on puidutöötlemispinkide ja -seadmete ehituse ning tööpõhimõtete tundmine (sh CNC töötlemiskeskused), detailide lõiketöötlemise režiimide ning kasutatavate puit- ja puidupõhiste materjalide ning toodete omaduste ja kvaliteedi tundmine, tööjoonisete lugemise  ja materjalide ökonoomse kasutamise oskus. "
text404,"Puidupingioperaatoritel jääb puudu teadmistest tootmisprotsessidest ja nende juhtimisest, materjalide ja toodete tundmisest, selle kohta, milline puit sobib milliseks tooteks  ning kuidas seda kõige efektiivsemalt saada."
text405,"Liinioperaatorite kasvava tähtsusega erialasteks oskusteks ja teadmisteks on masinate ja liinide tööpõhimõtete ning tehnoloogiate tundmine, programmide kasutamine, tootmisliinide tootlikkuse tõhustamine, puitmaterjali tundmine."
text406,"Puitplaatide tootmise, vineeri töötlemisega ja saematerjalide tootmisega seotud liinioperaatoritel jääb puudu teadmistest tootmisprotsessidest ja nende juhtimise, materjalide  ja toodete tundmisest, selle kohta, milline puit sobib milliseks tooteks ja kuidas seda kõige efektiivsemalt saada."
text407,"Üldistest teadmistest, oskustest ja hoiakutest on jätkuvalt olulised teadmised matemaatikast ning kohuse- ja vastutustunne."
text408,"Üldistest teadmistest, oskustest ja hoiakutest jätavad soovida kohuse ja vastutustunne ja erialaste IKT-lahenduste kasutamine  –programmide kirjutamise oskus  (programmeerimine), teadmised matemaatikast, läbirääkimiste oskus ja ettevõtlikkus."
text409,"Ta töötab meeskonna liikmena, jälgib tööprotsessist kinnipidamist, tootlikkust, hoiab toodangu kvaliteeti ning järgib töö- ja keskkonnaohutuse nõudeid."
text410,"Ta töötab meeskonna liikmena, jälgib tööprotsessist kinnipidamist, tootlikkust, hoiab toodangu kvaliteeti ning järgib töö- ja keskkonnaohutuse nõudeid."
text411,"Liinioperaatorite kasvava tähtsusega erialasteks oskusteks ja teadmisteks on masinate ja liinide tööpõhimõtete ning tehnoloogiate tundmine, programmide kasutamine, tootmisliinide tootlikkuse tõhustamine, puitmaterjali tundmine."
text412,Võsalõikaja. Tööülesanded - võsalõikus teeservadest ja muudelt aladelt; - hekkide pügamine; - ohtlike puude langetamine ja koristus; - okste purustamine oksapurustajaga ja/või äravedu; - vajadusel muud haljastustööd
text413,"Nõuded kandidaadile Haridustase põhiharidus Keeleoskus Keel	Kõnes	Kirjas eesti keel - nõutud	B1 - keskmine	A2 – vähene Juhiload B Arvutioskus algtase Muud nõuded - soov ja valmisolek töötada välitingimustes erinevate ilmastikuolude korral (välja arvata laussadu, torm, muud ekstreemsused); - hea tervis ja vastupidavus füüsilisel tööl"
text414,"Kasutab oma töös inglise keelt A1 tasemel, lisa 2 – Keelte oskustasemete kirjeldused."
text415,"Nõuded kandidaadile Haridustase põhiharidus Keeleoskus Keel	Kõnes	Kirjas eesti keel - nõutud	B1 - keskmine	A2 – vähene Juhiload B Arvutioskus algtase Muud nõuded - soov ja valmisolek töötada välitingimustes erinevate ilmastikuolude korral (välja arvata laussadu, torm, muud ekstreemsused); - hea tervis ja vastupidavus füüsilisel tööl"
text416,"Mõistab töövahendite ja masinate juhistes kasutatavaid tähistusi.
Mõistab seadme juhtpaneeli nuppude, lülitite ja märgutulede funktsioone.1) Teeb seadmetele ja/või töövahenditele kasutamiseelse kontrolli. 
2) Käivitab tööseadmed vastavalt kasutusjuhendis toodud järjekorrale. 
3) Valib tööks sobiva juhtprogrammi.Lülitab välja seadmed ja abiseadmed vastavalt kasutusjuhendis toodud järjekorrale, mõistes lülitusjärjekorra kriitilisust.1) Määrab telgede referentspunktid.
2) Lähtestab teljed (nullistamine).
3) Mõistab jõuallika ja abiseadmete funktsioone ja tööpõhimõtteid.Mõistab seadme arvjuhitavate telgede tähistusi ja nende liikumist.
4) Jälgib seadme tööprotsessi ja vajadusel peatab programmi, et korrigeerida masinas parameetreid ja/või materjali paigutust.1) Vajadusel korrigeerib lõikeparameetreid, mõistes erinevate lõikeparameetrite mõju lõiketulemusele.
2) Vajadusel muudab võimaluste piires kompensatsiooni väärtusi, saades aru kompensatsiooni mõjust detaili mõõtmetele.
3) Peale lõikeprogrammi lõppemist eemaldab detailid ja jäägid töölaualt.Mõõdab mõõtevahendite abil paindenurkade ja paindeservade väärtusi ning vajadusel korrigeerib neid, mõistes materjalide tagasivetrumise olemust ja korrektsioonide mõju painutuspingi telgede liikumisele."
text417,"Nõuded kandidaadile Haridustase põhiharidus Keeleoskus Keel	Kõnes	Kirjas eesti keel - nõutud	B1 - keskmine	A2 – vähene Juhiload B Arvutioskus algtase Muud nõuded - soov ja valmisolek töötada välitingimustes erinevate ilmastikuolude korral (välja arvata laussadu, torm, muud ekstreemsused); - hea tervis ja vastupidavus füüsilisel tööl"
text418,"Kasutab oma igapäevatöös arvutit infotöötluse ja kommunikatsiooni osas algtasemel kasutaja tasemel, lisa 1 – Digipädevuste enesehindamise skaala.  "
text419, Kasutab ettevõtte infohalduse tarkvara.
text420,"Kontrollib töö- ja mõõteriistade ning isikukaitsevahendite korrasolekut.1) Valib tööülesandele vastava juhtprogrammi, mõistes juhtprogrammi koostamisel kasutatud masinkoodi struktuuri.
2) Hindab juhtprogrammis kasutatud paigutusest (nesting) lähtuvat detailide ja laserpea kokkupõrke ohtu.
3) Paigaldab materjalilehe seadmesse manuaalselt, abiseadmete või seadmega ühendatud automaatse laadimisseadme abil materjali kahjustamata.
4) Paigaldab juhtprogrammis ettenähtud läätse ja düüsi, kontrollib ja vajadusel korrigeerib laserkiire tsentreeringut, mõistes laseri lõikepea seadistuse mõju lõiketulemustele.
5) Kalibreerib z-telje, käivitades vastava kalibreerimisprogrammi, mõistes jälgimisanduri tööpõhimõtet.1) Valib tööülesandele vastava juhtprogrammi, mõistes juhtprogrammi koostamisel kasutatud masinkoodi struktuuri.
2) Hindab juhtprogrammis kasutatud paigutusest (nesting) lähtuvat detailide ja laserpea kokkupõrke ohtu.
3) Paigaldab materjalilehe seadmesse manuaalselt, abiseadmete või seadmega ühendatud automaatse laadimisseadme abil materjali kahjustamata.
4) Paigaldab juhtprogrammis ettenähtud läätse ja düüsi, kontrollib ja vajadusel korrigeerib laserkiire tsentreeringut, mõistes laseri lõikepea seadistuse mõju lõiketulemustele.
5) Kalibreerib z-telje, käivitades vastava kalibreerimisprogrammi, mõistes jälgimisanduri tööpõhimõtet.
1) Koostab juhtpaneelil tööülesandele vastava juhtprogrammi,  kasutades painutusteooria alusteadmiseid (painutusmeetodid, painutusjärjekord, tööriistade määramise põhimõtted vastavalt materjalidele), peab kinni tööriistade tonnaaži piirangutest. 
2) Tuvastab (teeb kindlaks) korrektse pinnalaotuse mõõtmed, mõistes painde mahaarvamisväärtuste (Bend deduction) mõju detaili mõõtmetele.
3) Paigaldab ja tsentreerib juhtprogrammis määratud painutustööriistad, mõistes painutustööriistade ja nende kinnitussüsteemide ohutu käsitlemise aluseid.
4) Seadistab seadme valguskaitse, mõistes valguskaitse kasutamise olulisust ja toimimise põhimõtet."
text421,"1) Mõistab ohutusseadmete tööpõhimõtteid.
2) Seadmetel ja/või töövahenditel puuduste esinemisel teavitab viivitamatult vastutavat isikut."
text422,Saab aru ettevõtte rollist tööstuses.
text423,"1) Peab kinni tähtaegadest ja kokkulepetest.
2) Kasutab aega efektiivselt."
text424,Kasutab võimalusi enesetäiendamiseks.
text425,Osaleb aktiivselt parendusettepanekute tegemisel.
text426,On teadlik oma tegevuse tagajärgedest.
text427,Teeb koostööd kaastöötajatega.  Annab oma panuse ühise tulemuse saavutamiseks. 
text428,Annab konstruktiivset tagasisidet protsessi suutlikkuse kohta.
text429,"Järgib kõikides tööprotsessi etappides ettevõttes kehtestatud ohutusnõudeid (tuletööde eeskirjad, tõsteseadmete kasutus- ja ohutusnõuded ning käsitsi raskuste teisaldamisel kehtestatud nõuded). Järgib kõikides tööprotsessi etappides tööohutuse nõudeid.Järgib kõikides tööprotsessi etappides keskkonnahoiu nõudeid.Järgib kõikides tööprotsessi etappides keskkonnahoiu nõudeid."
text430,Dokumenteerib tehtud kontroll- ja hooldustoimingud
text431,Orienteerub tehnilistes joonistes.
text432,Kontrollib detaili joonisele vastavust mõõtevahendite abil. (Detaili joonisele mittevastavuse korral tegutseb vastavalt ettevõttes kehtestatud reeglitele.)
text433,Kontrollib detaili joonisele vastavust mõõtevahendite abil. (Detaili joonisele mittevastavuse korral tegutseb vastavalt ettevõttes kehtestatud reeglitele.)
text434,"Hindab visuaalselt materjali kvaliteeti, vältides defektse või kahjustatud materjali kasutamist."
text435,Valib tööülesandele vastava materjali.Mõistab materjali standardites kasutatavaid tähistusi.
text436,"Ladustab tooteid, töövahendeid vm esemeid manuaalselt."
text437,Valmistab ette tööprotsessist lähtuva ohutu töökoha.
text438,cnc tootmissüsteemid
text439,kiirprototüüpimise
text440,tööstusdisaini
text441,cnc tootmissüsteemid
text442,kiirprototüüpimise
text443,tööstusdisaini
text444,alamsüsteemide käitlemine
text445,cnc tootmissüsteemid
text446,kiirprototüüpimise
text447,intellektuaalse omandi õigus
text448,tööjuhiseid
text449,ohutusnõuded
text450,cnc tootmissüsteemid
text451,kiirprototüüpimise
text452,hangib infotehnoloogilisi vahendeid
text453,cad programm
text454,computer aided engineering
text455,ruumikujutlusvõimet
text456,mõtlemisoskust
text457,LOOGILIST analüütilist mõtlemist
text458,alusteadmised
text459,vormistada
text460,tehniliste jooniste vormistamise
text461,paigaldab alamsüsteeme
text462,paigaldamine
text463,iseseisvalt
text464,meeskonnatöös
text465,hangib infotehnoloogilisi vahendeid
text466,hankida teavet
text467,kavandab karjääri
text468,tehniliste jooniste koostamise
text469,tehniliste jooniste vormistamise
text470,koostejoonised
text471,ohutusnõuded
text472,algatusvõime
text473,alusteadmised
text474,andmebaas
text475,andmebaas
text476,äriplaan
text477,automatiseerimine
text478,computer aided engineering
text479,automatiseerimine
text480,automatiseerimine
text481,elekter
text482,elektriskeem
text483,elektromehaanika
text484,jootemeetodid
text485,metallitöötlemispingid
text486,poltühendus
text487,kütteautomaatika
text488,liikumisandur
text489,hooneautomaatika
text490,fotoelektriline andur
text491,vastuvool
text492,transistorid
text493,cad programm
text494,cad programm
text495,eesti keel
text496,ehitus
text497,ehitus
text498,eneseväljendusoskus
text499,hooldus
text500,juhendamine
text501,keevitamine
text502,lukksepatööd
text503,matemaatika
text504,mõõtmine
text505,mõõteriistad
text506,mõõtkavad
text507,elektronmõõteriistad
text508,digitaalmõõteriistad
text509,probleemsituatsiooni lahendamine
text510,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text511,Oluliseks peeti üleminekut varem tööstuses levinud pigem autoritaarselt juhtimisstiililt nn kaasavale juhtimisstiilile ning uute müügistrateegiate rakendamise oskust.
text512,"MMT juhtidel jääb ekspertide hinnangul enim puudu oskusest protsesse, ressursse  ja inimesi juhtida."
text513,"Kuna üha suurem osa tootmisest on projektipõhine, kus töötajad kuuluvad sageli erinevatesse projektimeeskondadesse või vahetuvad meeskonnaliikmed tihti, siis on järjest vajalikum suhtlemisoskus, meeskonna juhtimise oskus, strateegiline mõtlemine ja keelteoskus."
text514,Seoses kasvava projektipõhise tootmise mahuga on ka oskustöötajatel suurenev vajadus osata olla meeskonnajuht ja uute töötajate juhendaja.
text515,Projektipõhise tootmise mahu kasv eeldab ka oskustöötajatelt oskust olla meeskonnajuht ja uute töötajate juhendaja.
text516,Projektipõhise tootmise mahu kasv eeldab ka oskustöötajatelt valmisolekut olla meeskonnajuht ja uute töötajate juhendaja.
text517,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text518,Samuti rõhutati dokumentide koostamise oskust seoses vajadusega koostada nt tootmisjuhendeid ja kvaliteedistandardite lugemise ja mõistmise oskust.
text519,"Hetkel puuduolevate ja arendamist vajavate oskustena toodi inseneride puhul esile oskust hinnata oma tööd ettevõtja ja juhi perspektiivist, mõista tootmisprotsesse, oskust nendega oma töös arvestada ja strateegiliselt mõelda."
text520,Meistritelt ja töödejuhatajatelt oodatakse erialaste IKT-lahenduste tundmist ja rakendamist ning esmatasandi juhtidena ka oskust personali planeerida ja mõista tootmiskulusid ja nende juhtimist.
text521,"Ettevõtjate hinnangul vajavad selle põhikutseala puhul täiendamist näiteks personali planeerimise, tootmiskulude mõistmise ja juhtimisega seotud teadmised."
text522,Järjest enam nõutakse keevitajatelt n-ö tervikpildi nägemise oskust ja oskust teha kõrgema kvaliteediga keevisõmblusi.
text523,"Järjest enam nõutakse tooteid koostavatel töötajatel n-ö tervikpildi nägemise oskust üksikute töövõtete valdamise asemel, suuremat rõhku pannakse tööohutuse alaste nõuete tundmisele ja järgmisele."
text524,"Varasemast enam pannakse rõhku tööohutuse alaste nõuete tundmisele ja järgimisele, töö efektiivsusele ning tootmisprotsessi laiemale mõistmisele."
text525,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text526,"Tehnikaalaste teadmiste osas on kasvava tähtsusega uute tehnoloogiate ja materjalide tundmine, läbivalt rõhutati kõikide juhtide puhul aina olulisemaks erialaste IKT-lahenduste tundmist. Viimast peeti eriti tähtsaks otseselt tootmise juhtimisega seotud ametikohtadel."
text527,"Eraldi rõhutati müügi- ja turundusjuhtide puhul oskust planeerida tehnoloogia arengust lähtuvalt tulevikku, ehk oskust hinnata, mida ettevõte saaks ja võiks müüa nt 5 aasta pärast. "
text528,"Hetkel puuduolevate ja arendamist vajavate oskustena toodi inseneride puhul esile oskust hinnata oma tööd ettevõtja ja juhi perspektiivist, mõista tootmisprotsesse, oskust nendega oma töös arvestada ja strateegiliselt mõelda."
text529,"Kuna üha suurem osa tootmisest on projektipõhine, kus töötajad kuuluvad sageli erinevatesse projektimeeskondadesse või vahetuvad meeskonnaliikmed tihti, siis on järjest vajalikum suhtlemisoskus, meeskonna juhtimise oskus, strateegiline mõtlemine ja keelteoskus."
text530,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text531,"Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine."
text532,"MMT juhtidel jääb ekspertide hinnangul enim puudu oskusest protsesse, ressursse  ja inimesi juhtida."
text533,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text534,"Inseneride puhul toodi kasvava tähtsusega üldiste oskustena välja meeskonnatöö, võõrkeelte ja suhtlemisoskust, mis on seotud projektipõhise tootmise kasvu ja rahvusvahelise koostööga."
text535,"Üldistest oskustest on kasvava olulisusega suhtlemisoskus, sh oskus ja julgus küsida vajadusel juhendamist (täiendavaid selgitusi) ja juhendada uusi töötajaid."
text536,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text537,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text538,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text539,"Inseneride puhul toodi kasvava tähtsusega üldiste oskustena välja meeskonnatöö, võõrkeelte ja suhtlemisoskust, mis on seotud projektipõhise tootmise kasvu ja rahvusvahelise koostööga."
text540,"Kuna üha suurem osa tootmisest on projektipõhine, kus töötajad kuuluvad sageli erinevatesse projektimeeskondadesse või vahetuvad meeskonnaliikmed tihti, siis on järjest vajalikum suhtlemisoskus, meeskonna juhtimise oskus, strateegiline mõtlemine ja keelteoskus."
text541,"Üldistest oskustest on kasvava olulisusega suhtlemisoskus, sh oskus ja julgus küsida vajadusel juhendamist (täiendavaid selgitusi) ja juhendada uusi töötajaid."
text542,"Sellesse gruppi kuuluvad valdkondlikes ettevõtetes töötavad müügi-, turundus-, kvaliteedi-, toote-, tarneala-, tootmis-, tsehhi- ja tehnikajuhid. Juhiks saamise eelduseks on ekspertide hinnangul ennekõike sobivad isikuomadused, piisav töökogemus ja erialane (soovitatavalt tehnikaalane) haridus. Juhtival positsioonil edukaks toimetulekuks on lisaks erialasele kompetentsile tarvis ka soovi ja oskust inimesi juhtida. MMT juhtide olulisteks oskusteks ja teadmisteks on laiapõhjalised tehnikaalased teadmised, analüüsioskus, strateegilise planeerimise oskus , protsesside juhtimise oskus, koostöövõime (sh oskus mõista klientide ja koostööpartnerite vajadusi), argumenteerimisoskus, keelteoskus ja kontseptuaalne mõtlemisoskus. "
text543,"Kasvava tähtsusega üldisteks oskusteks on protsesside, ressursside ja riskide juhtimise oskus, võõrkeelte (eelkõige inglise, saksa, vene keele) valdamine."
